query_id,subject_id,dN,dS,dNdS
lcl|NC_000001.11_cds_NP_892017.2_10825,lcl|NC_000074.6_cds_NP_001158070.1_37991,0.05468,0.4632,0.118
lcl|NC_000001.11_cds_NP_892021.1_5053,lcl|NC_000071.6_cds_NP_061229.2_21636,0.07303,0.2918,0.2503
lcl|NC_000001.11_cds_NP_892113.4_7176,lcl|NC_000069.6_cds_NP_001106802.1_12537,0.02563,0.3647,0.07028
lcl|NC_000001.11_cds_NP_892120.2_1956,lcl|NC_000070.6_cds_XP_017175853.1_17950,0.1172,0.4724,0.2481
lcl|NC_000001.11_cds_NP_898882.1_9992,lcl|NW_016097313.1_cds_NP_076216.3_76758,0.07203,0.6894,0.1045
lcl|NC_000001.11_cds_NP_898885.1_10569,lcl|NC_000077.6_cds_NP_001038986.1_47549,0.3024,0.802,0.3771
lcl|NC_000001.11_cds_NP_899065.2_5126,lcl|NC_000071.6_cds_NP_001242920.1_21701,0.1639,0.4601,0.3563
lcl|NC_000001.11_cds_NP_904325.2_805,lcl|NT_166299.2_cds_NP_032467.2_78214,0.02089,0.4004,0.05217
lcl|NC_000001.11_cds_NP_919268.1_5357,lcl|NC_000069.6_cds_NP_082625.2_13684,0.07796,0.5441,0.1433
lcl|NC_000001.11_cds_NP_932066.1_9165,lcl|NC_000067.6_cds_NP_001033681.1_3310,0.132,0.8768,0.1506
lcl|NC_000001.11_cds_NP_932157.1_2566,lcl|NT_187023.1_cds_NP_061244.1_78058,0.06061,0.393,0.1542
lcl|NC_000001.11_cds_NP_932170.1_8354,lcl|NC_000067.6_cds_XP_017168774.1_3846,0.1061,0.5821,0.1823
lcl|NC_000001.11_cds_NP_932343.1_4918,lcl|NC_000069.6_cds_NP_079831.1_14267,0.07479,0.9524,0.07852
lcl|NC_000001.11_cds_NP_937770.1_1943,lcl|NC_000070.6_cds_NP_808534.1_17969,0.2049,0.7144,0.2869
lcl|NC_000001.11_cds_NP_937816.1_1760,lcl|NC_000070.6_cds_XP_006538823.1_18066,0.04351,0.5048,0.08619
lcl|NC_000001.11_cds_NP_938073.1_19,lcl|NC_000070.6_cds_NP_938047.1_19252,0.0107,0.6572,0.01628
lcl|NC_000001.11_cds_NP_940798.1_7540,lcl|NC_000069.6_cds_NP_940802.1_12360,0.07775,0.5346,0.1454
lcl|NC_000001.11_cds_NP_940819.1_7631,lcl|NC_000069.6_cds_NP_001103228.1_12321,0.1044,0.5198,0.2009
lcl|NC_000001.11_cds_NP_940848.2_2826,lcl|NC_000070.6_cds_XP_006503438.1_17364,0.03911,0.3081,0.1269
lcl|NC_000001.11_cds_NP_940849.1_9557,lcl|NT_039192.2_cds_NP_080956.1_77565,0.0741,0.5367,0.1381
lcl|NC_000001.11_cds_NP_940905.2_9175,lcl|NC_000067.6_cds_NP_001074496.2_3298,0.01212,0.4423,0.02741
lcl|NC_000001.11_cds_NP_940954.1_10743,lcl|NC_000074.6_cds_NP_001074589.1_37942,0.08002,0.4359,0.1836
lcl|NC_000001.11_cds_NP_940978.2_43,lcl|NC_000070.6_cds_NP_067617.3_19237,0.11,0.6671,0.1649
lcl|NC_000001.11_cds_NP_942012.1_4616,lcl|NC_000069.6_cds_XP_011238339.1_14511,0.08131,0.5817,0.1398
lcl|NC_000001.11_cds_NP_950245.2_3644,lcl|NC_000070.6_cds_NP_082418.1_16902,0.0719,0.3534,0.2034
lcl|NC_000001.11_cds_NP_954642.1_7520,lcl|NC_000069.6_cds_NP_031567.1_12370,0.248,0.7067,0.3509
lcl|NC_000001.11_cds_NP_954988.1_812,lcl|NT_166299.2_cds_NP_081539.1_78210,0.1311,0.7205,0.182
lcl|NC_000001.11_cds_NP_955376.1_8422,lcl|NC_000067.6_cds_NP_663487.1_3807,0.04698,0.5036,0.0933
lcl|NC_000001.11_cds_NP_955383.1_8323,lcl|NC_000067.6_cds_NP_001158000.1_3862,0.04576,0.3327,0.1376
lcl|NC_000001.11_cds_NP_957705.1_9220,lcl|NC_000067.6_cds_NP_573502.2_3262,0.142,0.4118,0.3449
lcl|NC_000001.11_cds_NP_958505.1_9513,lcl|NC_000067.6_cds_XP_006529146.1_3051,0.05149,0.437,0.1178
lcl|NC_000001.11_cds_NP_958800.1_7192,lcl|NC_000069.6_cds_NP_796015.2_12535,0.05759,0.4641,0.1241
lcl|NC_000001.11_cds_NP_958805.1_3682,lcl|NC_000070.6_cds_XP_011238684.1_16882,0.01134,0.4821,0.02352
lcl|NC_000001.11_cds_NP_963836.2_3231,lcl|NC_000070.6_cds_NP_064384.2_17115,0.01826,0.3922,0.04657
lcl|NC_000001.11_cds_NP_963838.1_10878,lcl|NC_000079.6_cds_XP_006516778.1_54592,0.1098,0.5771,0.1903
lcl|NC_000001.11_cds_NP_970615.2_5766,lcl|NC_000069.6_cds_NP_075675.2_13412,0.1001,0.4618,0.2168
lcl|NC_000001.11_cds_NP_976225.1_4618,lcl|NC_000069.6_cds_NP_059077.1_14505,0.01666,0.3273,0.05091
lcl|NC_000001.11_cds_NP_976310.1_9662,lcl|NC_000067.6_cds_NP_083301.1_2934,0.1971,0.5548,0.3553
lcl|NC_000001.11_cds_NP_981946.1_1914,lcl|NC_000070.6_cds_NP_062615.1_17997,0.006511,0.5571,0.01169
lcl|NC_000001.11_cds_NP_981957.1_5680,lcl|NC_000069.6_cds_NP_080537.1_13473,0.2248,0.7759,0.2898
lcl|NC_000001.11_cds_NP_982279.1_9002,lcl|NC_000067.6_cds_NP_001074666.1_3397,0.2536,0.54,0.4696
lcl|NC_000001.11_cds_NP_982289.1_4363,lcl|NC_000070.6_cds_NP_033777.1_16390,0.0494,0.4521,0.1093
lcl|NC_000001.11_cds_NP_991331.1_11069,lcl|NC_000067.6_cds_XP_006496953.1_4282,0.002678,0.1556,0.01721
lcl|NC_000001.11_cds_NP_995320.1_5947,lcl|NC_000069.6_cds_NP_001263610.1_13310,0.01452,0.4135,0.03511
lcl|NC_000001.11_cds_NP_995582.1_9270,lcl|NC_000067.6_cds_XP_006529684.1_3228,0.05058,0.5089,0.09938
lcl|NC_000001.11_cds_NP_995583.1_1979,lcl|NC_000070.6_cds_NP_080420.2_17940,0.04101,0.4652,0.08815
lcl|NC_000001.11_cds_NP_996809.1_1900,lcl|NC_000070.6_cds_NP_083376.2_18010,0.0591,0.4389,0.1346
lcl|NC_000001.11_cds_NP_996816.2_10149,lcl|NC_000067.6_cds_NP_067383.3_4555,0.1747,0.5934,0.2944
lcl|NC_000001.11_cds_NP_996879.1_6068,lcl|NC_000069.6_cds_NP_083168.3_13215,0.1514,0.5577,0.2715
lcl|NC_000001.11_cds_NP_996897.2_4456,lcl|NC_000070.6_cds_XP_006503140.1_16447,0.1901,0.5605,0.3392
lcl|NC_000001.11_cds_NP_996927.1_6602,lcl|NC_000069.6_cds_NP_001021383.1_12997,0.007662,0.1254,0.06109
lcl|NC_000001.11_cds_NP_997078.1_7217,lcl|NC_000069.6_cds_XP_006500981.1_12512,0.1148,0.4503,0.2549
lcl|NC_000001.11_cds_NP_997080.1_7214,lcl|NC_000069.6_cds_NP_001032811.2_12513,0.1153,0.4511,0.2556
lcl|NC_000001.11_cds_NP_997191.2_7053,lcl|NC_000069.6_cds_NP_084213.1_12639,0.1001,0.5061,0.1977
lcl|NC_000001.11_cds_NP_997217.1_1451,lcl|NC_000070.6_cds_NP_001075141.1_18264,0.0336,0.2291,0.1466
lcl|NC_000001.11_cds_NP_997231.1_1119,lcl|NC_000070.6_cds_NP_001013802.1_18434,0.0656,0.423,0.1551
lcl|NC_000001.11_cds_NP_997239.2_500,lcl|NC_000070.6_cds_NP_780496.2_18974,0.1977,0.7377,0.268
lcl|NC_000001.11_cds_NP_997279.2_542,lcl|NC_000070.6_cds_NP_001028661.2_18929,0.1102,0.4873,0.2261
lcl|NC_000001.11_cds_NP_997303.2_727,lcl|NC_000070.6_cds_XP_006539078.1_18782,0.1453,0.6546,0.222
lcl|NC_000001.11_cds_NP_997716.1_6719,lcl|NC_000069.6_cds_NP_694761.1_12916,0.09338,0.3856,0.2421
lcl|NC_000001.11_cds_NP_998731.1_816,lcl|NT_166299.2_cds_NP_034174.2_78208,0.1262,0.4877,0.2587
lcl|NC_000001.11_cds_XP_005244770.2_377,lcl|NC_000070.6_cds_XP_011248630.1_19057,0.01599,0.5681,0.02815
lcl|NC_000001.11_cds_XP_005244789.1_156,lcl|NC_000070.6_cds_XP_017175441.1_19195,0.01822,0.5148,0.0354
lcl|NC_000001.11_cds_XP_005244790.1_155,lcl|NC_000070.6_cds_XP_006538583.1_19192,0.01843,0.5447,0.03384
lcl|NC_000001.11_cds_XP_005244806.1_42,lcl|NC_000070.6_cds_XP_006538557.1_19239,0.1097,0.6651,0.165
lcl|NC_000001.11_cds_XP_005244808.1_407,lcl|NC_000070.6_cds_XP_006538625.1_19031,0.08297,0.4154,0.1997
lcl|NC_000001.11_cds_XP_005244829.1_433,lcl|NC_000070.6_cds_XP_006539234.1_19014,0.0636,0.4736,0.1343
lcl|NC_000001.11_cds_XP_005244831.1_439,lcl|NC_000070.6_cds_NP_001277958.1_19018,0.06244,0.505,0.1236
lcl|NC_000001.11_cds_XP_005244902.1_7301,lcl|NC_000069.6_cds_NP_001014995.1_12474,0.02925,0.4009,0.07296
lcl|NC_000001.11_cds_XP_005244935.1_7304,lcl|NC_000069.6_cds_NP_001156904.1_12469,0.01377,0.3006,0.04581
lcl|NC_000001.11_cds_XP_005244983.1_7700,lcl|NC_000069.6_cds_NP_083247.1_12277,0.112,0.5182,0.2162
lcl|NC_000001.11_cds_XP_005244988.1_9229,lcl|NC_000067.6_cds_NP_001159973.1_3255,0.07643,0.4644,0.1646
lcl|NC_000001.11_cds_XP_005244992.1_8831,lcl|NC_000067.6_cds_NP_001128213.1_3538,0.118,0.505,0.2337
lcl|NC_000001.11_cds_XP_005245014.1_6458,lcl|NC_000069.6_cds_NP_034316.1_13085,0.235,0.5553,0.4231
lcl|NC_000001.11_cds_XP_005245020.1_7330,lcl|NC_000069.6_cds_NP_608219.1_12461,0.08593,0.4686,0.1834
lcl|NC_000001.11_cds_XP_005245023.2_9570,lcl|NT_039192.2_cds_NP_891846.1_77566,0.03897,0.383,0.1018
lcl|NC_000001.11_cds_XP_005245024.2_9571,lcl|NT_039192.2_cds_NP_001153740.1_77567,0.04159,0.4059,0.1025
lcl|NC_000001.11_cds_XP_005245025.2_9568,lcl|NC_000067.6_cds_XP_006529617.1_2999,0.03983,0.4054,0.09827
lcl|NC_000001.11_cds_XP_005245058.1_6814,lcl|NC_000069.6_cds_XP_011238392.1_12878,0.03311,0.3698,0.08954
lcl|NC_000001.11_cds_XP_005245071.1_7439,lcl|NC_000069.6_cds_XP_006501413.1_12422,0.02337,0.4192,0.05575
lcl|NC_000001.11_cds_XP_005245072.1_8532,lcl|NC_000067.6_cds_XP_006496829.1_3733,0.06288,0.4339,0.1449
lcl|NC_000001.11_cds_XP_005245073.1_8539,lcl|NC_000067.6_cds_XP_006496830.1_3727,0.06292,0.4344,0.1448
lcl|NC_000001.11_cds_XP_005245074.1_8534,lcl|NC_000067.6_cds_NP_001074759.1_3731,0.063,0.4347,0.1449
lcl|NC_000001.11_cds_XP_005245075.1_8538,lcl|NC_000067.6_cds_XP_006496831.1_3728,0.06299,0.435,0.1448
lcl|NC_000001.11_cds_XP_005245077.1_8543,lcl|NC_000067.6_cds_XP_006496833.1_3737,0.062330000000000003,0.4365,0.1428
lcl|NC_000001.11_cds_XP_005245080.1_8533,lcl|NC_000067.6_cds_XP_006496834.1_3732,0.06454,0.449,0.1437
lcl|NC_000001.11_cds_XP_005245081.1_8535,lcl|NC_000067.6_cds_XP_011237086.1_3730,0.06467,0.4499,0.1437
lcl|NC_000001.11_cds_XP_005245082.1_8544,lcl|NC_000067.6_cds_XP_006496835.1_3736,0.064,0.452,0.1416
lcl|NC_000001.11_cds_XP_005245083.1_8546,lcl|NC_000067.6_cds_XP_011237087.1_3734,0.06413,0.4529,0.1416
lcl|NC_000001.11_cds_XP_005245098.1_9303,lcl|NC_000067.6_cds_XP_006529896.1_3210,0.03352,0.5197,0.0645
lcl|NC_000001.11_cds_XP_005245116.1_6527,lcl|NC_000069.6_cds_XP_017175056.1_13048,0.09729,0.4451,0.2186
lcl|NC_000001.11_cds_XP_005245126.1_9722,lcl|NC_000067.6_cds_NP_776290.1_2880,0.009895,0.3352,0.02951
lcl|NC_000001.11_cds_XP_005245136.1_8566,lcl|NC_000067.6_cds_XP_006496664.1_3712,0.01052,0.4943,0.02129
lcl|NC_000001.11_cds_XP_005245145.1_8795,lcl|NC_000067.6_cds_XP_006496680.1_3562,0.03391,0.3637,0.09324
lcl|NC_000001.11_cds_XP_005245150.1_8641,lcl|NC_000067.6_cds_NP_001034571.1_3680,6.734e-4,0.3567,0.001888
lcl|NC_000001.11_cds_XP_005245160.1_8237,lcl|NC_000067.6_cds_NP_001034682.1_3935,0.1091,0.3699,0.2949
lcl|NC_000001.11_cds_XP_005245194.1_8923,lcl|NC_000067.6_cds_XP_006529637.1_3445,0.1939,0.6091,0.3183
lcl|NC_000001.11_cds_XP_005245208.1_6622,lcl|NC_000069.6_cds_XP_006500993.1_12976,0.03967,0.3411,0.1163
lcl|NC_000001.11_cds_XP_005245231.2_8302,lcl|NC_000067.6_cds_NP_079845.1_3893,0.08653,0.5421,0.1596
lcl|NC_000001.11_cds_XP_005245271.1_8045,lcl|NC_000067.6_cds_NP_036179.1_4011,0.08423,0.2958,0.2847
lcl|NC_000001.11_cds_XP_005245286.1_8287,lcl|NC_000067.6_cds_NP_899198.1_3902,0,0.1924,0
lcl|NC_000001.11_cds_XP_005245321.1_6766,lcl|NC_000069.6_cds_NP_780565.2_12896,0.007449,0.2936,0.02537
lcl|NC_000001.11_cds_XP_005245362.1_7782,lcl|NC_000069.6_cds_XP_006501139.1_12233,0.01924,0.4796,0.04013
lcl|NC_000001.11_cds_XP_005245374.1_8458,lcl|NC_000067.6_cds_NP_958752.1_3777,0.1574,0.4397,0.358
lcl|NC_000001.11_cds_XP_005245399.1_7238,lcl|NC_000069.6_cds_XP_006501218.2_12503,0.1029,0.472,0.218
lcl|NC_000001.11_cds_XP_005245407.2_9247,lcl|NC_000067.6_cds_XP_017174126.1_3244,0.0145,0.2582,0.05615
lcl|NC_000001.11_cds_XP_005245422.1_6817,lcl|NC_000069.6_cds_XP_006502125.1_12875,0.07272,0.4563,0.1594
lcl|NC_000001.11_cds_XP_005245423.1_6759,lcl|NC_000069.6_cds_XP_006502371.1_12900,0.07476,0.437,0.1711
lcl|NC_000001.11_cds_XP_005245497.1_8446,lcl|NC_000067.6_cds_NP_035477.1_3788,0.1893,0.7118,0.266
lcl|NC_000001.11_cds_XP_005245504.1_8710,lcl|NC_000067.6_cds_XP_006496922.1_3624,0.01128,0.3123,0.03611
lcl|NC_000001.11_cds_XP_005245510.1_9707,lcl|NC_000067.6_cds_NP_001139276.1_2884,0.01991,0.3231,0.0616
lcl|NC_000001.11_cds_XP_005245535.1_9319,lcl|NC_000067.6_cds_NP_055008.2_3197,0.04073,0.4579,0.08895
lcl|NC_000001.11_cds_XP_005245556.1_9034,lcl|NC_000067.6_cds_XP_006529860.1_3377,0.02921,0.4427,0.066
lcl|NC_000001.11_cds_XP_005245565.1_8032,lcl|NC_000067.6_cds_NP_001116152.1_4018,0.04479,0.4354,0.1029
lcl|NC_000001.11_cds_XP_005245585.1_6739,lcl|NC_000069.6_cds_NP_032873.2_12904,0.04745,0.4869,0.09745
lcl|NC_000001.11_cds_XP_005245628.1_9717,lcl|NC_000067.6_cds_NP_659124.2_2881,0.03914,0.3482,0.1124
lcl|NC_000001.11_cds_XP_005245634.1_8782,lcl|NC_000067.6_cds_NP_082609.2_3580,0.03381,0.4599,0.0735
lcl|NC_000001.11_cds_XP_005245646.1_7458,lcl|NC_000069.6_cds_XP_006501127.1_12409,0.06096,0.5471,0.1114
lcl|NC_000001.11_cds_XP_005245679.1_8768,lcl|NC_000067.6_cds_XP_006496818.1_3598,0.01579,0.2571,0.06142
lcl|NC_000001.11_cds_XP_005245680.1_9545,lcl|NC_000067.6_cds_XP_006529340.1_3019,0.05334,0.4525,0.1179
lcl|NC_000001.11_cds_XP_005245686.1_7719,lcl|NC_000069.6_cds_XP_006501332.1_12271,0.07595,0.4079,0.1862
lcl|NC_000001.11_cds_XP_005245709.1_8972,lcl|NC_000067.6_cds_XP_006529514.1_3403,0.02297,0.192,0.1196
lcl|NC_000001.11_cds_XP_005245715.1_7087,lcl|NC_000069.6_cds_XP_017175245.1_12592,0.008299,0.195,0.04256
lcl|NC_000001.11_cds_XP_005245725.1_7075,lcl|NC_000069.6_cds_XP_006502233.1_12577,0.01013,0.2011,0.05036
lcl|NC_000001.11_cds_XP_005245730.1_7102,lcl|NC_000069.6_cds_XP_011238550.1_12614,0.00933,0.2006,0.04652
lcl|NC_000001.11_cds_XP_005245735.1_7011,lcl|NC_000069.6_cds_NP_958809.3_12672,0.03152,0.3957,0.07966
lcl|NC_000001.11_cds_XP_005245738.1_8670,lcl|NC_000067.6_cds_XP_006496940.1_3648,0.02931,0.3537,0.08285
lcl|NC_000001.11_cds_XP_005245800.1_1936,lcl|NC_000070.6_cds_NP_666268.1_17981,0.002311,0.3059,0.007554
lcl|NC_000001.11_cds_XP_005245818.1_2176,lcl|NC_000070.6_cds_XP_006538980.1_17787,0.04284,0.4361,0.09824
lcl|NC_000001.11_cds_XP_005245826.1_2188,lcl|NC_000070.6_cds_NP_001122078.1_17789,0.04334,0.4628,0.09364
lcl|NC_000001.11_cds_XP_005245827.1_2192,lcl|NC_000070.6_cds_XP_017175732.1_17788,0.04339,0.4639,0.09354
lcl|NC_000001.11_cds_XP_005245843.1_1656,lcl|NC_000070.6_cds_XP_006539393.1_18142,0.007943,0.4404,0.01804
lcl|NC_000001.11_cds_XP_005245844.1_1337,lcl|NC_000070.6_cds_NP_666269.2_18326,0.03294,0.4476,0.07358
lcl|NC_000001.11_cds_XP_005245847.1_1117,lcl|NC_000070.6_cds_XP_006539219.1_18436,0.05544,0.442,0.1254
lcl|NC_000001.11_cds_XP_005245852.1_1030,lcl|NW_019168508.1_cds_NP_653114.3_76821,0.02811,0.3568,0.0788
lcl|NC_000001.11_cds_XP_005245924.1_2007,lcl|NC_000070.6_cds_XP_006539218.1_17905,0.07705,0.461,0.1671
lcl|NC_000001.11_cds_XP_005245973.1_1346,lcl|NC_000070.6_cds_XP_017175584.1_18315,0.07406,0.3695,0.2004
lcl|NC_000001.11_cds_XP_005245975.1_1961,lcl|NC_000070.6_cds_XP_006538814.1_17948,0.1687,0.5836,0.2891
lcl|NC_000001.11_cds_XP_005245982.2_1280,lcl|NC_000070.6_cds_NP_001106193.1_18344,0.04494,0.5256,0.08551
lcl|NC_000001.11_cds_XP_005245986.2_1288,lcl|NC_000070.6_cds_XP_017175886.1_18351,0.03365,0.5358,0.06281
lcl|NC_000001.11_cds_XP_005246079.1_2019,lcl|NC_000070.6_cds_XP_011248567.1_17891,0.09564,0.506,0.189
lcl|NC_000001.11_cds_XP_005246081.1_1849,lcl|NT_187024.1_cds_NP_062706.2_78134,0.03538,0.3979,0.08891
lcl|NC_000001.11_cds_XP_005263481.1_698,lcl|NT_187025.1_cds_NP_065594.2_78258,0.04967,0.7111,0.06985
lcl|NC_000001.11_cds_XP_005263523.1_714,lcl|NC_000070.6_cds_XP_006539207.1_18799,0.02836,0.5432,0.05221
lcl|NC_000001.11_cds_XP_005263536.1_824,lcl|NC_000070.6_cds_XP_006539223.1_18695,0.04116,0.4152,0.09914
lcl|NC_000001.11_cds_XP_005263558.1_557,lcl|NC_000070.6_cds_NP_997570.1_18899,0.08402,0.4864,0.1727
lcl|NC_000001.11_cds_XP_005263571.1_529,lcl|NC_000070.6_cds_NP_001239584.1_18949,0.005433,0.4654,0.01167
lcl|NC_000001.11_cds_XP_005263589.1_607,lcl|NC_000070.6_cds_NP_780361.2_18868,0.1345,0.6183,0.2175
lcl|NC_000001.11_cds_XP_005263597.1_738,lcl|NC_000070.6_cds_XP_006538522.1_18772,0.09941,0.5032,0.1975
lcl|NC_000001.11_cds_XP_005270393.1_11300,lcl|NC_000077.6_cds_XP_017170080.1_47448,0.1379,1.063,0.1297
lcl|NC_000001.11_cds_XP_005270437.1_4793,lcl|NC_000069.6_cds_XP_006502548.1_14388,0.4043,0.6284,0.6433
lcl|NC_000001.11_cds_XP_005270461.1_2531,lcl|NT_187023.1_cds_NP_766463.1_78064,0.08047,0.3002,0.2681
lcl|NC_000001.11_cds_XP_005270468.1_5488,lcl|NC_000069.6_cds_NP_079999.2_13596,0.2031,0.6769,0.3
lcl|NC_000001.11_cds_XP_005270514.1_4034,lcl|NC_000070.6_cds_XP_006503155.1_16650,0.04761,0.4578,0.104
lcl|NC_000001.11_cds_XP_005270534.1_2712,lcl|NC_000070.6_cds_XP_017175755.1_17450,0.03561,0.4582,0.07771
lcl|NC_000001.11_cds_XP_005270538.1_2321,lcl|NC_000070.6_cds_XP_006502706.1_17672,0.05358,0.4544,0.1179
lcl|NC_000001.11_cds_XP_005270614.1_5339,lcl|NC_000069.6_cds_XP_006502350.1_13697,0.04097,0.5949,0.06887
lcl|NC_000001.11_cds_XP_005270678.1_5402,lcl|NC_000069.6_cds_NP_067363.3_13645,0.06628,0.676,0.09804
lcl|NC_000001.11_cds_XP_005270705.1_4727,lcl|NC_000069.6_cds_NP_001239415.1_14428,0.03714,0.5522,0.06725
lcl|NC_000001.11_cds_XP_005270712.1_3602,lcl|NC_000070.6_cds_XP_006502897.1_16934,0.06954,0.4405,0.1579
lcl|NC_000001.11_cds_XP_005270723.1_4804,lcl|NC_000069.6_cds_XP_006502495.1_14337,0.02114,0.5985,0.03532
lcl|NC_000001.11_cds_XP_005270737.1_3966,lcl|NC_000070.6_cds_XP_017175629.1_16678,0.06041,0.3103,0.1947
lcl|NC_000001.11_cds_XP_005270747.1_4149,lcl|NC_000070.6_cds_XP_006503241.1_16516,0.009387,0.455,0.02063
lcl|NC_000001.11_cds_XP_005270768.1_2380,lcl|NC_000070.6_cds_XP_006502877.1_17641,0.004415,0.3578,0.01234
lcl|NC_000001.11_cds_XP_005270783.1_4726,lcl|NC_000069.6_cds_XP_017174912.1_14435,0.06793,0.3391,0.2003
lcl|NC_000001.11_cds_XP_005270794.1_5878,lcl|NC_000069.6_cds_NP_598614.1_13348,0.02424,0.351,0.06906
lcl|NC_000001.11_cds_XP_005270808.1_2591,lcl|NC_000070.6_cds_NP_034421.1_17524,0.1464,0.622,0.2354
lcl|NC_000001.11_cds_XP_005270823.1_5866,lcl|NC_000069.6_cds_XP_017175114.1_13354,0.09203,0.382,0.2409
lcl|NC_000001.11_cds_XP_005271053.1_3423,lcl|NC_000070.6_cds_NP_001297659.1_17025,0.01363,0.2393,0.05698
lcl|NC_000001.11_cds_XP_005271086.1_5720,lcl|NC_000069.6_cds_NP_001034577.1_13436,0.1735,0.2544,0.682
lcl|NC_000001.11_cds_XP_005271137.1_3263,lcl|NC_000070.6_cds_XP_006502928.1_17102,0.02273,0.4582,0.0496
lcl|NC_000001.11_cds_XP_005271138.1_3265,lcl|NC_000070.6_cds_XP_006502931.1_17100,0.02285,0.4582,0.04986
lcl|NC_000001.11_cds_XP_005271139.1_3271,lcl|NC_000070.6_cds_XP_006502935.1_17098,0.02189,0.4813,0.045469999999999997
lcl|NC_000001.11_cds_XP_005271157.1_5585,lcl|NC_000069.6_cds_XP_006501287.2_13541,0.04423,0.4691,0.0943
lcl|NC_000001.11_cds_XP_005271172.1_2631,lcl|NC_000070.6_cds_XP_006503469.1_17502,0.02251,0.5483,0.04106
lcl|NC_000001.11_cds_XP_005271230.1_4059,lcl|NC_000070.6_cds_XP_011238760.1_16623,0.05265,0.3779,0.1393
lcl|NC_000001.11_cds_XP_005271231.1_4051,lcl|NC_000070.6_cds_XP_011238767.1_16633,0.05015,0.381,0.1316
lcl|NC_000001.11_cds_XP_005271232.1_4050,lcl|NC_000070.6_cds_XP_011238768.1_16634,0.04818,0.3834,0.1257
lcl|NC_000001.11_cds_XP_005271280.1_5144,lcl|NC_000071.6_cds_NP_001156933.1_21714,0.1855,0.5521,0.3359
lcl|NC_000001.11_cds_XP_005271288.1_2365,lcl|NC_000070.6_cds_XP_006502926.1_17650,0,0.1241,0
lcl|NC_000001.11_cds_XP_005271348.1_4990,lcl|NC_000069.6_cds_NP_034853.1_14196,0.003008,0.1677,0.01794
lcl|NC_000001.11_cds_XP_005271374.1_5698,lcl|NC_000069.6_cds_NP_666248.1_13463,0.1069,0.4426,0.2416
lcl|NC_000001.11_cds_XP_005271379.1_4754,lcl|NC_000069.6_cds_XP_011238516.1_14420,0.05191,0.426,0.1218
lcl|NC_000001.11_cds_XP_005271380.1_4756,lcl|NC_000069.6_cds_XP_006502059.1_14415,0.05307,0.4275,0.1241
lcl|NC_000001.11_cds_XP_005271381.1_4758,lcl|NC_000069.6_cds_XP_006502061.1_14414,0.05627,0.4476,0.1257
lcl|NC_000001.11_cds_XP_005271383.1_4759,lcl|NC_000069.6_cds_XP_011238518.1_14412,0.05767,0.4498,0.1282
lcl|NC_000001.11_cds_XP_005271412.1_3275,lcl|NC_000070.6_cds_XP_006503073.1_17095,0.03252,0.5539,0.05872
lcl|NC_000001.11_cds_XP_005272989.1_6272,lcl|NC_000069.6_cds_XP_006502100.1_13089,0.06435,0.5922,0.1087
lcl|NC_000001.11_cds_XP_005273028.1_6322,lcl|NC_000069.6_cds_XP_006502353.1_13141,0.02169,0.2399,0.09044
lcl|NC_000001.11_cds_XP_005273056.1_10251,lcl|NC_000067.6_cds_XP_006497223.1_4511,0.04686,0.6764,0.06927
lcl|NC_000001.11_cds_XP_005273057.1_10249,lcl|NC_000067.6_cds_NP_035924.2_4512,0.04256,0.6671,0.06381
lcl|NC_000001.11_cds_XP_005273109.1_10220,lcl|NC_000067.6_cds_XP_006497270.1_4529,0.1515,0.8406,0.1803
lcl|NC_000001.11_cds_XP_005273156.1_10688,lcl|NC_000074.6_cds_XP_006530609.1_37915,0.03439,0.5442,0.0632
lcl|NC_000001.11_cds_XP_005273181.1_9885,lcl|NC_000067.6_cds_XP_006497296.1_4707,0.09877,0.5888,0.1678
lcl|NC_000001.11_cds_XP_005273191.1_10263,lcl|NC_000067.6_cds_XP_006497203.1_4503,0.02723,0.5895,0.04619
lcl|NC_000001.11_cds_XP_005273204.1_9995,lcl|NC_000067.6_cds_XP_006497186.1_4645,0.06478,0.7145,0.09066
lcl|NC_000001.11_cds_XP_005273248.1_9963,lcl|NC_000067.6_cds_XP_006497304.1_4656,0.01576,0.2774,0.0568
lcl|NC_000001.11_cds_XP_005273275.1_10948,lcl|NC_000067.6_cds_XP_006496892.1_4226,0.007199,0.4048,0.01778
lcl|NC_000001.11_cds_XP_005273283.1_10934,lcl|NC_000067.6_cds_XP_017175937.1_4211,0.02033,0.3258,0.0624
lcl|NC_000001.11_cds_XP_005273291.1_10817,lcl|NC_000074.6_cds_NP_001153379.1_37986,0.1543,0.7872,0.196
lcl|NC_000001.11_cds_XP_005273309.1_9844,lcl|NC_000067.6_cds_XP_006529585.1_2807,0.4024,0.6711,0.5996
lcl|NC_000001.11_cds_XP_005273317.1_10735,lcl|NC_000074.6_cds_XP_011246678.1_37933,0.02339,0.6856,0.03412
lcl|NC_000001.11_cds_XP_005273318.1_10732,lcl|NC_000074.6_cds_XP_006531029.1_37932,0.02361,0.7051,0.03349
lcl|NC_000001.11_cds_XP_005273319.1_10729,lcl|NC_000074.6_cds_XP_006531030.1_37931,0.02424,0.7392,0.03279
lcl|NC_000001.11_cds_XP_005273381.1_10541,lcl|NC_000067.6_cds_NP_001028457.1_4347,0.02045,0.3723,0.05492
